"","sample_id","project","cell_specimen_id","cell_specimen_name","hemisphere","structure","donor_id","donor_name","biological_sex","age","full_genotype","dendrite_type","apical_dendrite_status","neuron_reconstruction_type","cell_soma_normalized_depth","ephys_session_id","transcriptomics_batch","corresponding_AIT2.3.1_ID","corresponding_AIT2.3.1_alias","major_type","contam_type","quality_score","Microglia","cluster_label"
"SM-GE8WR_S066_E1-50","SM-GE8WR_S066_E1-50","mIVSCC-MET",707681894,"Gad2-IRES-Cre;Ai14-393686.04.02.04","right","VISp2/3",393686,"Gad2-IRES-Cre;Ai14-393686","F","P61","Gad2-IRES-Cre/wt;Ai14(RCL-tdT)/wt","aspiny",NA,"",NA,707681732,"RSC-162","CS180626100006","Lamp5 Lsp1","GABAergic","Lamp5_on",0.329668613939939,0.205323102374348,"Lamp5"
"SM-GE8WR_S074_E1-50","SM-GE8WR_S074_E1-50","mIVSCC-MET",707622361,"Gad67-GFP_X94-394566.03.01.01","left","VISpm5",394566,"Gad67-GFP_X94-394566","M","P55","Gad67-GFP_X94/wt","aspiny",NA,"",NA,707622187,"RSC-162","CS180626100031","Sst Mme","GABAergic","Sst_on",0.450767535047468,0.0308632893814882,"Sst"
"SM-GE8WR_S075_E1-50","SM-GE8WR_S075_E1-50","mIVSCC-MET",707660063,"Gad2-IRES-Cre;Ai14-393686.03.01.01","left","VISp1",393686,"Gad2-IRES-Cre;Ai14-393686","F","P61","Gad2-IRES-Cre/wt;Ai14(RCL-tdT)/wt","aspiny",NA,"",NA,707659560,"RSC-162","CS180626100005","Lamp5 Plch2","GABAergic","Lamp5_on",0.450145996974941,0.0256339963283686,"Lamp5"
"SM-GE8WR_S076_E1-50","SM-GE8WR_S076_E1-50","mIVSCC-MET",707666602,"Gad2-IRES-Cre;Ai14-393686.03.01.02","left","VISp5",393686,"Gad2-IRES-Cre;Ai14-393686","F","P61","Gad2-IRES-Cre/wt;Ai14(RCL-tdT)/wt","aspiny",NA,"",NA,707666447,"RSC-162","CS180626100014","Vip Igfbp6","GABAergic","Vip_on",0.451500818505375,0.00276268023258275,"Vip"
"SM-GE8WR_S077_E1-50","SM-GE8WR_S077_E1-50","mIVSCC-MET",707678952,"Gad2-IRES-Cre;Ai14-393686.03.01.03","left","VISp1",393686,"Gad2-IRES-Cre;Ai14-393686","F","P61","Gad2-IRES-Cre/wt;Ai14(RCL-tdT)/wt","aspiny",NA,"",NA,707678638,"RSC-162","CS180626100005","Lamp5 Plch2","GABAergic","Lamp5_on",0.306333662167927,0.385289390155721,"Lamp5"
"SM-GE8WR_S090_E1-50","SM-GE8WR_S090_E1-50","mIVSCC-MET",708696471,"Slc32a1-IRES-Cre;Ai14-393922.04.01.01","left","VISpm5",393922,"Slc32a1-IRES-Cre;Ai14-393922","F","P60","Slc32a1-IRES-Cre/wt;Ai14(RCL-tdT)/wt","aspiny",NA,"",NA,708696291,"RSC-162","CS180626100043","Sst Hpse","GABAergic","Sst_on",0.0858822125518288,0.930518228924142,"Sst"
"SM-GE8WR_S091_E1-50","SM-GE8WR_S091_E1-50","mIVSCC-MET",708792108,"Slc32a1-IRES-Cre;Ai14-393922.04.01.03","left","VISp5",393922,"Slc32a1-IRES-Cre;Ai14-393922","F","P60","Slc32a1-IRES-Cre/wt;Ai14(RCL-tdT)/wt","aspiny",NA,"",NA,708791985,"RSC-162","CS180626100043","Sst Hpse","GABAergic","Sst_on",0.271426493445206,0.516391766925678,"Sst"
"SM-GE8WR_S092_E1-50","SM-GE8WR_S092_E1-50","mIVSCC-MET",708819184,"Slc32a1-IRES-Cre;Ai14-393922.04.01.04","left","VISp5",393922,"Slc32a1-IRES-Cre;Ai14-393922","F","P60","Slc32a1-IRES-Cre/wt;Ai14(RCL-tdT)/wt","aspiny",NA,"",NA,708818939,"RSC-162","CS180626100039","Sst Chrna2","GABAergic","Sst_on",0.249403841357121,0.40604470005984,"Sst"
"SM-GE8WR_S093_E1-50","SM-GE8WR_S093_E1-50","mIVSCC-MET",708221753,"Crh-IRES-Cre_ZJH;Sst-IRES-FlpO;Ai65-394428.04.02.01","right","VISp6a",394428,"Crh-IRES-Cre_ZJH;Sst-IRES-FlpO;Ai65-394428","M","P57","Crh-IRES-Cre_ZJH/wt;Sst-IRES-FlpO/wt;Ai65(RCFL-tdT)/wt","aspiny",NA,"",NA,708221481,"RSC-162","CS180626100047","Sst Tac2","GABAergic","Sst_on",0.159909282974923,0.877521742404748,"Sst"
"SM-GE8WR_S094_E1-50","SM-GE8WR_S094_E1-50","mIVSCC-MET",708289788,"Crh-IRES-Cre_ZJH;Sst-IRES-FlpO;Ai65-394428.03.02.01","right","VISp5",394428,"Crh-IRES-Cre_ZJH;Sst-IRES-FlpO;Ai65-394428","M","P57","Crh-IRES-Cre_ZJH/wt;Sst-IRES-FlpO/wt;Ai65(RCFL-tdT)/wt","aspiny",NA,"",NA,708289455,"RSC-162","CS180626100049","Sst Rxfp1","GABAergic","Sst_on",0.335630560378538,0.190544918082793,"Sst"
"SM-GE8WR_S095_E1-50","SM-GE8WR_S095_E1-50","mIVSCC-MET",708495657,"Gad2-IRES-Cre;Ai14-393687.03.02.01","right","VISp2/3",393687,"Gad2-IRES-Cre;Ai14-393687","F","P62","Gad2-IRES-Cre/wt;Ai14(RCL-tdT)/wt","aspiny",NA,"",NA,708495330,"RSC-162","CS180626100006","Lamp5 Lsp1","GABAergic","Lamp5_on",0.187462550759342,0.202142245102068,"Lamp5"
"SM-GE8WR_S096_E1-50","SM-GE8WR_S096_E1-50","mIVSCC-MET",708513415,"Gad2-IRES-Cre;Ai14-393687.03.02.02","right","VISp6a",393687,"Gad2-IRES-Cre;Ai14-393687","F","P62","Gad2-IRES-Cre/wt;Ai14(RCL-tdT)/wt","aspiny",NA,"",NA,708513007,"RSC-162","CS180626100006","Lamp5 Lsp1","GABAergic","Lamp5_on",0.329133621038155,0.248527082951295,"Lamp5"
"SM-GE8WX_S029_E1-50","SM-GE8WX_S029_E1-50","mIVSCC-MET",701141837,"Slc17a8-IRES2-Cre;Ai14-390760.03.02.02","right","VISp6a",390760,"Slc17a8-IRES2-Cre;Ai14-390760","F","P55","Slc17a8-IRES2-Cre/wt;Ai14(RCL-tdT)/wt","aspiny",NA,"",NA,701141690,"RSC-160","CS180626100044","Sst Crhr2","GABAergic","Sst_on",0.488214088324331,0.0285059061591582,"Sst"
"SM-GE8WX_S030_E1-50","SM-GE8WX_S030_E1-50","mIVSCC-MET",701155312,"Htr3a-Cre_NO152;Ai14-390981.03.02.01","right","VISp2/3",390981,"Htr3a-Cre_NO152;Ai14-390981","F","P54","Htr3a-Cre_NO152/wt;Ai14(RCL-tdT)/wt","aspiny",NA,"",NA,701155178,"RSC-160","CS180626100006","Lamp5 Lsp1","GABAergic","Lamp5_on",0.534520899380322,0.0234498722480463,"Lamp5"
"SM-GE8WX_S032_E1-50","SM-GE8WX_S032_E1-50","mIVSCC-MET",701072703,"Nos1-CreERT2;Sst-IRES-FlpO;Ai65-391572.03.01.01","left","VISpl5",391572,"Nos1-CreERT2;Sst-IRES-FlpO;Ai65-391572","M","P51","Nos1-CreERT2/wt;Sst-IRES-FlpO/wt;Ai65(RCFL-tdT)/wt","aspiny",NA,"",NA,701072667,"RSC-160","CS180626100030","Sst Chodl","GABAergic","Sst_on",0.302470092841271,0.478943937450374,"Sst"
"SM-GE8WX_S036_E1-50","SM-GE8WX_S036_E1-50","mIVSCC-MET",701148434,"Htr3a-Cre_NO152;Ai14-390981.05.01.01","left","VISp1",390981,"Htr3a-Cre_NO152;Ai14-390981","F","P54","Htr3a-Cre_NO152/wt;Ai14(RCL-tdT)/wt","aspiny",NA,"",NA,701148353,"RSC-160","CS180626100006","Lamp5 Lsp1","GABAergic","Lamp5_on",0.410548665891611,0.206324106938343,"Lamp5"
"SM-GE8WX_S038_E1-50","SM-GE8WX_S038_E1-50","mIVSCC-MET",701073396,"Nos1-CreERT2;Sst-IRES-FlpO;Ai65-391572.04.01.01","left","VISp5",391572,"Nos1-CreERT2;Sst-IRES-FlpO;Ai65-391572","M","P51","Nos1-CreERT2/wt;Sst-IRES-FlpO/wt;Ai65(RCFL-tdT)/wt","aspiny",NA,"",NA,701073368,"RSC-160","CS180626100030","Sst Chodl","GABAergic","Sst_on",0.340282273438139,0.276204924285541,"Sst"
"SM-GE8WX_S039_E1-50","SM-GE8WX_S039_E1-50","mIVSCC-MET",701075567,"Nos1-CreERT2;Sst-IRES-FlpO;Ai65-391572.05.02.01","right","VISp5",391572,"Nos1-CreERT2;Sst-IRES-FlpO;Ai65-391572","M","P51","Nos1-CreERT2/wt;Sst-IRES-FlpO/wt;Ai65(RCFL-tdT)/wt","aspiny",NA,"full",0.540072007387999,701075486,"RSC-160","CS180626100030","Sst Chodl","GABAergic","Sst_on",0.373756070870535,0.0742919420580333,"Sst"
"SM-GE8WX_S040_E1-50","SM-GE8WX_S040_E1-50","mIVSCC-MET",701077452,"Nos1-CreERT2;Sst-IRES-FlpO;Ai65-391572.05.02.02","right","VISp5",391572,"Nos1-CreERT2;Sst-IRES-FlpO;Ai65-391572","M","P51","Nos1-CreERT2/wt;Sst-IRES-FlpO/wt;Ai65(RCFL-tdT)/wt","aspiny",NA,"",NA,701077433,"RSC-160","CS180626100030","Sst Chodl","GABAergic","Sst_on",0.312794422672001,0.208275565866977,"Sst"
"SM-GE8WX_S042_E1-50","SM-GE8WX_S042_E1-50","mIVSCC-MET",701140434,"Slc17a8-IRES2-Cre;Ai14-390760.02.01.01","left","VISp6a",390760,"Slc17a8-IRES2-Cre;Ai14-390760","F","P55","Slc17a8-IRES2-Cre/wt;Ai14(RCL-tdT)/wt","aspiny",NA,"full",0.793226685578094,701140266,"RSC-160","CS180626100055","Pvalb Sema3e","GABAergic","Pvalb_on",0.327136698909011,0.426171389314712,"Pvalb"
"SM-GE8WX_S046_E1-50","SM-GE8WX_S046_E1-50","mIVSCC-MET",701239541,"Slc17a8-IRES2-Cre;Ai14-390760.02.02.02","right","VISp6a",390760,"Slc17a8-IRES2-Cre;Ai14-390760","F","P55","Slc17a8-IRES2-Cre/wt;Ai14(RCL-tdT)/wt","aspiny",NA,"",NA,701239357,"RSC-160","CS180626100048","Sst Rxfp1","GABAergic","Sst_on",0.3187699297216,0.138388110575604,"Sst"
"SM-GE8WX_S047_E1-50","SM-GE8WX_S047_E1-50","mIVSCC-MET",702027710,"Sst-IRES-Cre;Ai14-391339.04.01.01","left","VISp6a",391339,"Sst-IRES-Cre;Ai14-391339","M","P53","Sst-IRES-Cre/wt;Ai14(RCL-tdT)/wt","aspiny",NA,"",NA,702027391,"RSC-160","CS180626100047","Sst Tac2","GABAergic","Sst_on",0.452474602074062,0.0221665821096631,"Sst"
"SM-GE8WX_S048_E1-50","SM-GE8WX_S048_E1-50","mIVSCC-MET",702062326,"Sst-IRES-Cre;Ai14-391339.04.01.02","left","VISp5",391339,"Sst-IRES-Cre;Ai14-391339","M","P53","Sst-IRES-Cre/wt;Ai14(RCL-tdT)/wt","aspiny",NA,"",NA,702061956,"RSC-160","CS180626100043","Sst Hpse","GABAergic","Sst_on",0.323349070369438,0.251059931077718,"Sst"
"SM-GE8WX_S049_E1-50","SM-GE8WX_S049_E1-50","mIVSCC-MET",702124545,"Nos1-CreERT2;Sst-IRES-FlpO;Ai65-391574.03.02.01","right","VISli6a",391574,"Nos1-CreERT2;Sst-IRES-FlpO;Ai65-391574","F","P51","Nos1-CreERT2/wt;Sst-IRES-FlpO/wt;Ai65(RCFL-tdT)/wt","aspiny",NA,"",NA,702124385,"RSC-160","CS180626100030","Sst Chodl","GABAergic","Sst_on",0.351817648714625,0.382334244997038,"Sst"
"SM-GE8WX_S050_E1-50","SM-GE8WX_S050_E1-50","mIVSCC-MET",701684250,"Htr3a-Cre_NO152;Ai14-390983.04.02.01","right","VISp4",390983,"Htr3a-Cre_NO152;Ai14-390983","F","P54","Htr3a-Cre_NO152/wt;Ai14(RCL-tdT)/wt","aspiny",NA,"",NA,701684032,"RSC-160","CS180626100006","Lamp5 Lsp1","GABAergic","Lamp5_on",0.431721715487612,0.122819188886876,"Lamp5"
"SM-GE8WX_S051_E1-50","SM-GE8WX_S051_E1-50","mIVSCC-MET",701750976,"Htr3a-Cre_NO152;Ai14-390983.04.02.02","right","VISpm5",390983,"Htr3a-Cre_NO152;Ai14-390983","F","P54","Htr3a-Cre_NO152/wt;Ai14(RCL-tdT)/wt","aspiny",NA,"",NA,701750678,"RSC-160","CS180626100011","Sncg Vip","GABAergic","Sncg_on",0.377114453699168,0.291561822662608,"Sncg"
"SM-GE8WX_S053_E1-50","SM-GE8WX_S053_E1-50","mIVSCC-MET",702051128,"Sst-IRES-Cre;Ai14-391339.05.02.02","right","VISl5",391339,"Sst-IRES-Cre;Ai14-391339","M","P53","Sst-IRES-Cre/wt;Ai14(RCL-tdT)/wt","aspiny",NA,"full",0.729044682658598,702050918,"RSC-160","CS180626100046","Sst Esm1","GABAergic","Sst_on",0.421825562480942,0.017805785889433,"Sst"
"SM-GE8WX_S054_E1-50","SM-GE8WX_S054_E1-50","mIVSCC-MET",702100037,"Sst-IRES-Cre;Ai14-391339.03.02.01","right","VISp6a",391339,"Sst-IRES-Cre;Ai14-391339","M","P53","Sst-IRES-Cre/wt;Ai14(RCL-tdT)/wt","aspiny",NA,"",NA,702099849,"RSC-160","CS180626100044","Sst Crhr2","GABAergic","Sst_on",0.438837678062577,0.0392951891061146,"Sst"
"SM-GE8WX_S056_E1-50","SM-GE8WX_S056_E1-50","mIVSCC-MET",701605755,"Nos1-CreERT2;Sst-IRES-FlpO;Ai65-391574.04.01.01","left","VISp6a",391574,"Nos1-CreERT2;Sst-IRES-FlpO;Ai65-391574","F","P51","Nos1-CreERT2/wt;Sst-IRES-FlpO/wt;Ai65(RCFL-tdT)/wt","aspiny",NA,"",NA,701605740,"RSC-160","CS180626100030","Sst Chodl","GABAergic","Sst_on",0.46539100256137,0.0199049469481923,"Sst"
"SM-GE8WX_S057_E1-50","SM-GE8WX_S057_E1-50","mIVSCC-MET",701630221,"Nos1-CreERT2;Sst-IRES-FlpO;Ai65-391574.04.01.02","left","VISp5",391574,"Nos1-CreERT2;Sst-IRES-FlpO;Ai65-391574","F","P51","Nos1-CreERT2/wt;Sst-IRES-FlpO/wt;Ai65(RCFL-tdT)/wt","aspiny",NA,"",NA,701630129,"RSC-160","CS180626100030","Sst Chodl","GABAergic","Sst_on",0.297436415723154,0.492602470839829,"Sst"
"SM-GE8WX_S060_E1-50","SM-GE8WX_S060_E1-50","mIVSCC-MET",701737170,"Htr3a-Cre_NO152;Ai14-390983.03.01.03","left","VISp6a",390983,"Htr3a-Cre_NO152;Ai14-390983","F","P54","Htr3a-Cre_NO152/wt;Ai14(RCL-tdT)/wt","aspiny",NA,"",NA,701736687,"RSC-160","CS180626100006","Lamp5 Lsp1","GABAergic","Lamp5_on",0.294533379759607,0.0859999010846407,"Lamp5"
"SM-GE8WX_S062_E1-50","SM-GE8WX_S062_E1-50","mIVSCC-MET",702082762,"Sst-IRES-Cre;Ai14-391339.04.02.02","right","VISl5",391339,"Sst-IRES-Cre;Ai14-391339","M","P53","Sst-IRES-Cre/wt;Ai14(RCL-tdT)/wt","aspiny",NA,"",NA,702082496,"RSC-160","CS180626100044","Sst Crhr2","GABAergic","Sst_on",0.413185734273905,0.149290673212132,"Sst"
"SM-GE8WX_S065_E1-50","SM-GE8WX_S065_E1-50","mIVSCC-MET",701751335,"Htr3a-Cre_NO152;Ai14-390983.04.01.01","left","VISp2/3",390983,"Htr3a-Cre_NO152;Ai14-390983","F","P54","Htr3a-Cre_NO152/wt;Ai14(RCL-tdT)/wt","aspiny",NA,"",NA,701751126,"RSC-160","CS180626100004","Lamp5 Ntn1","GABAergic","Lamp5_on",0.377213328956447,0.0751483481354047,"Lamp5"
"SM-GE8WX_S073_E1-50","SM-GE8WX_S073_E1-50","mIVSCC-MET",703141516,"Sst-IRES-Cre;Ai14-392696.03.02.01","right","VISl6b",392696,"Sst-IRES-Cre;Ai14-392696","M","P52","Sst-IRES-Cre/wt;Ai14(RCL-tdT)/wt","aspiny",NA,"",NA,703141253,"RSC-160","CS180626100030","Sst Chodl","GABAergic","Sst_on",0.395049728578863,0.137340061858151,"Sst"
"SM-GE8WX_S074_E1-50","SM-GE8WX_S074_E1-50","mIVSCC-MET",703158517,"Sst-IRES-Cre;Ai14-392696.03.02.02","right","VISp6a",392696,"Sst-IRES-Cre;Ai14-392696","M","P52","Sst-IRES-Cre/wt;Ai14(RCL-tdT)/wt","aspiny",NA,"",NA,703158430,"RSC-160","CS180626100046","Sst Esm1","GABAergic","Sst_on",0.372817248301863,0.291467453669995,"Sst"
"SM-GE8WX_S075_E1-50","SM-GE8WX_S075_E1-50","mIVSCC-MET",703192181,"Th-P2A-FlpO;Ai65F-391834.04.01.01","left","VISp6a",391834,"Th-P2A-FlpO;Ai65F-391834","M","P56","Th-P2A-FlpO/wt;Ai65F/wt","aspiny",NA,"",NA,703191989,"RSC-160","CS180626100049","Sst Rxfp1","GABAergic","Sst_on",0.512169309446993,0.0102037783124585,"Sst"
"SM-GE8WX_S076_E1-50","SM-GE8WX_S076_E1-50","mIVSCC-MET",703213088,"Th-P2A-FlpO;Ai65F-391834.04.01.02","left","VISp6a",391834,"Th-P2A-FlpO;Ai65F-391834","M","P56","Th-P2A-FlpO/wt;Ai65F/wt","aspiny",NA,"",NA,703212974,"RSC-160","CS180626100055","Pvalb Sema3e","GABAergic","Pvalb_on",0.332117652252677,0.170816663426898,"Pvalb"
"SM-GE8WX_S077_E1-50","SM-GE8WX_S077_E1-50","mIVSCC-MET",703267355,"Sst-IRES-Cre;Ai14-392697.03.02.01","right","VISp5",392697,"Sst-IRES-Cre;Ai14-392697","M","P52","Sst-IRES-Cre/wt;Ai14(RCL-tdT)/wt","aspiny",NA,"",NA,703267340,"RSC-160","CS180626100035","Sst Calb2","GABAergic","Sst_on",0.428665479491771,0.0819512909172535,"Sst"
"SM-GE8WX_S078_E1-50","SM-GE8WX_S078_E1-50","mIVSCC-MET",703270805,"Sst-IRES-Cre;Ai14-392697.03.02.02","right","VISp6a",392697,"Sst-IRES-Cre;Ai14-392697","M","P52","Sst-IRES-Cre/wt;Ai14(RCL-tdT)/wt","aspiny",NA,"",NA,703270742,"RSC-160","CS180626100049","Sst Rxfp1","GABAergic","Sst_on",0.394101373913851,0.133924252124739,"Sst"
"SM-GE8WX_S079_E1-50","SM-GE8WX_S079_E1-50","mIVSCC-MET",703274690,"Sst-IRES-Cre;Ai14-392697.03.02.03","right","VISp5",392697,"Sst-IRES-Cre;Ai14-392697","M","P52","Sst-IRES-Cre/wt;Ai14(RCL-tdT)/wt","aspiny",NA,"",NA,703274621,"RSC-160","CS180626100035","Sst Calb2","GABAergic","Sst_on",0.347608219709569,0.371593360236089,"Sst"
"SM-GE8WX_S080_E1-50","SM-GE8WX_S080_E1-50","mIVSCC-MET",703283610,"Sst-IRES-Cre;Ai14-392697.05.02.01","right","VISp6a",392697,"Sst-IRES-Cre;Ai14-392697","M","P52","Sst-IRES-Cre/wt;Ai14(RCL-tdT)/wt","aspiny",NA,"full",0.840623867975919,703283563,"RSC-160","CS180626100045","Sst Crh","GABAergic","Sst_on",0.403041125624123,0.489707581690911,"Sst"
"SM-GE8WX_S081_E1-50","SM-GE8WX_S081_E1-50","mIVSCC-MET",703286461,"Sst-IRES-Cre;Ai14-392697.05.02.02","right","VISpm5",392697,"Sst-IRES-Cre;Ai14-392697","M","P52","Sst-IRES-Cre/wt;Ai14(RCL-tdT)/wt","aspiny",NA,"",NA,703286422,"RSC-160","CS180626100047","Sst Tac2","GABAergic","Sst_on",0.299422776679311,0.411200207721132,"Sst"
"SM-GE8WX_S082_E1-50","SM-GE8WX_S082_E1-50","mIVSCC-MET",703133631,"Sst-IRES-Cre;Ai14-392696.03.01.01","left","VISp5",392696,"Sst-IRES-Cre;Ai14-392696","M","P52","Sst-IRES-Cre/wt;Ai14(RCL-tdT)/wt","aspiny",NA,"",NA,703133502,"RSC-160","CS180626100043","Sst Hpse","GABAergic","Sst_on",0.476910934304709,0.0227912326174293,"Sst"
"SM-GE8WX_S083_E1-50","SM-GE8WX_S083_E1-50","mIVSCC-MET",703154406,"Sst-IRES-Cre;Ai14-392696.03.01.02","left","VISl5",392696,"Sst-IRES-Cre;Ai14-392696","M","P52","Sst-IRES-Cre/wt;Ai14(RCL-tdT)/wt","aspiny",NA,"",NA,703154211,"RSC-160","CS180626100035","Sst Calb2","GABAergic","Sst_on",0.272650922457935,0.343890280739579,"Sst"
"SM-GE8WX_S084_E1-50","SM-GE8WX_S084_E1-50","mIVSCC-MET",703169690,"Sst-IRES-Cre;Ai14-392696.03.01.03","left","VISpor6b",392696,"Sst-IRES-Cre;Ai14-392696","M","P52","Sst-IRES-Cre/wt;Ai14(RCL-tdT)/wt","aspiny",NA,"",NA,703169329,"RSC-160","CS180626100052","Pvalb Th","GABAergic","Pvalb_on",0.46060336558912,0.120889155919169,"Pvalb"
"SM-GE8WX_S086_E1-50","SM-GE8WX_S086_E1-50","mIVSCC-MET",703213182,"Th-P2A-FlpO;Ai65F-391834.02.01.02","left","VISp6a",391834,"Th-P2A-FlpO;Ai65F-391834","M","P56","Th-P2A-FlpO/wt;Ai65F/wt","aspiny",NA,"",NA,703213129,"RSC-160","CS180626100056","Pvalb Gpr149","GABAergic","Pvalb_on",0.409978517643392,0.0899835652585717,"Pvalb"
"SM-GE8WX_S087_E1-50","SM-GE8WX_S087_E1-50","mIVSCC-MET",703267286,"Vip-IRES-Cre;Ai14-392332.03.01.01","left","VISp2/3",392332,"Vip-IRES-Cre;Ai14-392332","M","P55","Vip-IRES-Cre/wt;Ai14(RCL-tdT)/wt","aspiny",NA,"",NA,703267232,"RSC-160","CS180626100027","Vip Crispld2","GABAergic","Vip_on",0.253568271349141,0.149617288120762,"Vip"
"SM-GE8WX_S088_E1-50","SM-GE8WX_S088_E1-50","mIVSCC-MET",703271625,"Vip-IRES-Cre;Ai14-392332.03.01.02","left","VISp4",392332,"Vip-IRES-Cre;Ai14-392332","M","P55","Vip-IRES-Cre/wt;Ai14(RCL-tdT)/wt","aspiny",NA,"",NA,703271610,"RSC-160","CS180626100021","Vip Ptprt","GABAergic","Vip_on",0.431399444356035,0.00541318831452556,"Vip"
"SM-GE8WX_S089_E1-50","SM-GE8WX_S089_E1-50","mIVSCC-MET",703276947,"Vip-IRES-Cre;Ai14-392332.04.01.01","left","VISpm5",392332,"Vip-IRES-Cre;Ai14-392332","M","P55","Vip-IRES-Cre/wt;Ai14(RCL-tdT)/wt","aspiny",NA,"",NA,703276873,"RSC-160","CS180626100017","Vip Arhgap36","GABAergic","Vip_on",0.48258906071264,0.00852700693090755,"Vip"
"SM-GE8WX_S092_E1-50","SM-GE8WX_S092_E1-50","mIVSCC-MET",703165931,"Sst-IRES-Cre;Ai14-392696.04.02.02","right","VISl2/3",392696,"Sst-IRES-Cre;Ai14-392696","M","P52","Sst-IRES-Cre/wt;Ai14(RCL-tdT)/wt","aspiny",NA,"",NA,703165715,"RSC-160","CS180626100035","Sst Calb2","GABAergic","Sst_on",0.365498562355543,0.178112109973569,"Sst"
"SM-GE8WX_S093_E1-50","SM-GE8WX_S093_E1-50","mIVSCC-MET",703231431,"Th-P2A-FlpO;Ai65F-391834.03.01.01","left","VISl6a",391834,"Th-P2A-FlpO;Ai65F-391834","M","P56","Th-P2A-FlpO/wt;Ai65F/wt","aspiny",NA,"",NA,703231337,"RSC-160","CS180626100052","Pvalb Th","GABAergic","Sst_on",0.455657294062191,0.159326191602955,"Pvalb"
"SM-GE8WX_S094_E1-50","SM-GE8WX_S094_E1-50","mIVSCC-MET",703274727,"Sst-IRES-Cre;Ai14-392697.02.02.01","right","VISp5",392697,"Sst-IRES-Cre;Ai14-392697","M","P52","Sst-IRES-Cre/wt;Ai14(RCL-tdT)/wt","aspiny",NA,"",NA,703274710,"RSC-160","CS180626100051","Pvalb Gabrg1","GABAergic","Pvalb_on",0.297935540497626,0.163944039295976,"Pvalb"
"SM-GE8WX_S096_E1-50","SM-GE8WX_S096_E1-50","mIVSCC-MET",703288237,"Vip-IRES-Cre;Ai14-392332.04.02.02","right","VISp2/3",392332,"Vip-IRES-Cre;Ai14-392332","M","P55","Vip-IRES-Cre/wt;Ai14(RCL-tdT)/wt","aspiny",NA,"",NA,703288188,"RSC-160","CS180626100023","Vip Lect1","GABAergic","Vip_on",0.351001401742177,0.207187357063202,"Vip"
"SM-GE8X2_S109_E1-50","SM-GE8X2_S109_E1-50","mIVSCC-MET",703201141,"Sst-IRES-Cre;Ai14-392696.02.02.01","right","VISpor5",392696,"Sst-IRES-Cre;Ai14-392696","M","P52","Sst-IRES-Cre/wt;Ai14(RCL-tdT)/wt","aspiny",NA,"",NA,703201053,"RSC-160","CS180626100043","Sst Hpse","GABAergic","Sst_on",0.479108592963216,0.0270541283366654,"Sst"
"SM-GE8X2_S110_E1-50","SM-GE8X2_S110_E1-50","mIVSCC-MET",703219562,"Sst-IRES-Cre;Ai14-392696.02.02.02","right","VISpl5",392696,"Sst-IRES-Cre;Ai14-392696","M","P52","Sst-IRES-Cre/wt;Ai14(RCL-tdT)/wt","aspiny",NA,"",NA,703219442,"RSC-160","CS180626100035","Sst Calb2","GABAergic","Sst_on",0.382047664509675,0.0893144934111423,"Sst"
"SM-GE8X2_S111_E1-50","SM-GE8X2_S111_E1-50","mIVSCC-MET",703232472,"Sst-IRES-Cre;Ai14-392696.02.02.03","right","VISpl6a",392696,"Sst-IRES-Cre;Ai14-392696","M","P52","Sst-IRES-Cre/wt;Ai14(RCL-tdT)/wt","aspiny",NA,"",NA,703232332,"RSC-160","CS180626100049","Sst Rxfp1","GABAergic","Sst_on",0.427734820632353,0.0474355453006171,"Sst"
"SM-GE8X2_S112_E1-50","SM-GE8X2_S112_E1-50","mIVSCC-MET",703238991,"Sst-IRES-Cre;Ai14-392696.02.02.04","right","VISp5",392696,"Sst-IRES-Cre;Ai14-392696","M","P52","Sst-IRES-Cre/wt;Ai14(RCL-tdT)/wt","aspiny",NA,"",NA,703238855,"RSC-160","CS180626100037","Sst Myh8","GABAergic","Sst_on",0.252847708343578,0.475094101942957,"Sst"
"SM-GE8X2_S122_E1-50","SM-GE8X2_S122_E1-50","mIVSCC-MET",703271595,"Th-P2A-FlpO;Ai65F-391834.05.01.01","left","VISp6a",391834,"Th-P2A-FlpO;Ai65F-391834","M","P56","Th-P2A-FlpO/wt;Ai65F/wt","aspiny",NA,"",NA,703271526,"RSC-160","CS180626100051","Pvalb Gabrg1","GABAergic","Pvalb_on",0.344754039253066,0.122623995146486,"Pvalb"
"SM-GE8X2_S123_E1-50","SM-GE8X2_S123_E1-50","mIVSCC-MET",703275551,"Sst-IRES-Cre;Ai14-392697.04.02.01","right","VISp5",392697,"Sst-IRES-Cre;Ai14-392697","M","P52","Sst-IRES-Cre/wt;Ai14(RCL-tdT)/wt","aspiny",NA,"",NA,703275487,"RSC-160","CS180626100044","Sst Crhr2","GABAergic","Sst_on",0.471132828167932,0.0754575485487233,"Sst"
"SM-GE8X2_S128_E1-50","SM-GE8X2_S128_E1-50","mIVSCC-MET",703570927,"Sst-IRES-Cre;Ai14-392698.03.02.01","right","VISp6a",392698,"Sst-IRES-Cre;Ai14-392698","M","P53","Sst-IRES-Cre/wt;Ai14(RCL-tdT)/wt","aspiny",NA,"",NA,703570727,"RSC-160","CS180626100048","Sst Rxfp1","GABAergic","Sst_on",0.490627369073395,0.0254264272237606,"Sst"
