"","sample_id","project","cell_specimen_id","cell_specimen_name","hemisphere","structure","donor_id","donor_name","biological_sex","age","full_genotype","dendrite_type","apical_dendrite_status","neuron_reconstruction_type","cell_soma_normalized_depth","ephys_session_id","transcriptomics_batch","corresponding_AIT2.3.1_ID","corresponding_AIT2.3.1_alias","major_type","contam_type","quality_score","Microglia","cluster_label"
"SM-GE93J_S065_E1-50","SM-GE93J_S065_E1-50","mIVSCC-MET",678708083,"Vip-IRES-Cre;Ai14-382260.04.02.02","right","VISp2/3",382260,"Vip-IRES-Cre;Ai14-382260","M","P50","Vip-IRES-Cre/wt;Ai14(RCL-tdT)/wt","aspiny",NA,"",NA,678708067,"RSC-152","CS180626100021","Vip Ptprt","GABAergic","Vip_on",0.35250277845967,0.166037149264447,"Vip"
"SM-GE93J_S066_E1-50","SM-GE93J_S066_E1-50","mIVSCC-MET",678557792,"Vip-IRES-Cre;Ai14-381891.05.01.01","left","VISp4",381891,"Vip-IRES-Cre;Ai14-381891","F","P52","Vip-IRES-Cre/wt;Ai14(RCL-tdT)/wt","aspiny",NA,"",NA,678557707,"RSC-152","CS180626100018","Vip Gpc3","GABAergic","Vip_on",0.37565313362596,0.00630057393550885,"Vip"
"SM-GE93J_S069_E1-50","SM-GE93J_S069_E1-50","mIVSCC-MET",678605510,"Chrna2-Cre_OE25;Pvalb-T2A-FlpO;Ai65-381164.03.01.01","left","VISp5",381164,"Chrna2-Cre_OE25;Pvalb-T2A-FlpO;Ai65-381164","M","P56","Chrna2-Cre_OE25/wt;Pvalb-T2A-FlpO/wt;Ai65(RCFL-tdT)/wt","aspiny",NA,"",NA,678605191,"RSC-152","CS180626100058","Pvalb Reln","GABAergic","Pvalb_on",0.452592731568751,0.064513765894143,"Pvalb"
"SM-GE93J_S070_E1-50","SM-GE93J_S070_E1-50","mIVSCC-MET",678626969,"Chrna2-Cre_OE25;Pvalb-T2A-FlpO;Ai65-381164.03.01.02","left","VISp5",381164,"Chrna2-Cre_OE25;Pvalb-T2A-FlpO;Ai65-381164","M","P56","Chrna2-Cre_OE25/wt;Pvalb-T2A-FlpO/wt;Ai65(RCFL-tdT)/wt","aspiny",NA,"",NA,678626735,"RSC-152","CS180626100053","Pvalb Akr1c18","GABAergic","Pvalb_on",0.507976706852103,0.0323349284596164,"Pvalb"
"SM-GE93J_S071_E1-50","SM-GE93J_S071_E1-50","mIVSCC-MET",678708308,"Slc17a8-IRES2-Cre;Ai14-382382.04.01.01","left","VISp5",382382,"Slc17a8-IRES2-Cre;Ai14-382382","F","P49","Slc17a8-IRES2-Cre/wt;Ai14(RCL-tdT)/wt","aspiny",NA,"",NA,678708292,"RSC-152","CS180626100058","Pvalb Reln","GABAergic","Pvalb_on",0.340433573819483,0.120903894589543,"Pvalb"
"SM-GE93J_S072_E1-50","SM-GE93J_S072_E1-50","mIVSCC-MET",678711682,"Slc17a8-IRES2-Cre;Ai14-382382.04.02.01","right","VISp6a",382382,"Slc17a8-IRES2-Cre;Ai14-382382","F","P49","Slc17a8-IRES2-Cre/wt;Ai14(RCL-tdT)/wt","aspiny",NA,"",NA,678711631,"RSC-152","CS180626100053","Pvalb Akr1c18","GABAergic","Pvalb_on",0.534704425444005,0.0229478571612747,"Pvalb"
"SM-GE93J_S073_E1-50","SM-GE93J_S073_E1-50","mIVSCC-MET",679028081,"Sst-IRES-Cre;Ai14-382539.03.01.01","left","VISp2/3",382539,"Sst-IRES-Cre;Ai14-382539","M","P51","Sst-IRES-Cre/wt;Ai14(RCL-tdT)/wt","aspiny",NA,"",NA,679027587,"RSC-152","CS180626100034","Sst Calb2","GABAergic","Sst_on",0.379447500489103,0.318149934338607,"Sst"
"SM-GE93J_S074_E1-50","SM-GE93J_S074_E1-50","mIVSCC-MET",679068460,"Sst-IRES-Cre;Ai14-382539.03.01.02","left","VISp4",382539,"Sst-IRES-Cre;Ai14-382539","M","P51","Sst-IRES-Cre/wt;Ai14(RCL-tdT)/wt","aspiny",NA,"",NA,679068225,"RSC-152","CS180626100043","Sst Hpse","GABAergic","Sst_on",0.328192074619206,0.402451371063807,"Sst"
"SM-GE93J_S081_E1-50","SM-GE93J_S081_E1-50","mIVSCC-MET",679300054,"Th-Cre_FI172;Ai14-382502.03.02.01","right","VISp6a",382502,"Th-Cre_FI172;Ai14-382502","F","P51","Th-Cre_FI172/wt;Ai14(RCL-tdT)/wt","aspiny",NA,"",NA,679299969,"RSC-152","CS180626100051","Pvalb Gabrg1","GABAergic","Sst_on",0.339726719319007,0.0776997957543441,"Pvalb"
"SM-GE93J_S090_E1-50","SM-GE93J_S090_E1-50","mIVSCC-MET",679226264,"Vip-IRES-Cre;Ai14-382261.03.01.01","left","VISp5",382261,"Vip-IRES-Cre;Ai14-382261","F","P53","Vip-IRES-Cre/wt;Ai14(RCL-tdT)/wt","aspiny",NA,"",NA,679226109,"RSC-152","CS180626100020","Vip Lmo1","GABAergic","Vip_on",0.483829886426766,0.0185966878121098,"Vip"
"SM-GE93J_S091_E1-50","SM-GE93J_S091_E1-50","mIVSCC-MET",679250089,"Vip-IRES-Cre;Ai14-382261.03.01.02","left","VISp1",382261,"Vip-IRES-Cre;Ai14-382261","F","P53","Vip-IRES-Cre/wt;Ai14(RCL-tdT)/wt","aspiny",NA,"",NA,679249974,"RSC-152","CS180626100023","Vip Lect1","GABAergic","Vip_on",0.201052114736922,0.317636459456496,"Vip"
"SM-GE93P_S018_E1-50","SM-GE93P_S018_E1-50","mIVSCC-MET",672977850,"Chrna2-Cre_OE25;Ai14-379136.03.02.02","right","VISpor6a",379136,"Chrna2-Cre_OE25;Ai14-379136","F","P50","Chrna2-Cre_OE25/wt;Ai14(RCL-tdT)/wt","aspiny",NA,"",NA,672977572,"RSC-150","CS180626100051","Pvalb Gabrg1","GABAergic","Pvalb_on",0.171358673065508,0.973651359047708,"Pvalb"
"SM-GE93P_S019_E1-50","SM-GE93P_S019_E1-50","mIVSCC-MET",673082762,"Slc32a1-IRES-Cre;Ai14-379844.03.02.01","right","VISp5",379844,"Slc32a1-IRES-Cre;Ai14-379844","M","P48","Slc32a1-IRES-Cre/wt;Ai14(RCL-tdT)/wt","aspiny",NA,"",NA,673082501,"RSC-150","CS180626100059","Pvalb Tpbg","GABAergic","Pvalb_on",0.461230929786365,0.0327093901388049,"Pvalb"
"SM-GE93P_S022_E1-50","SM-GE93P_S022_E1-50","mIVSCC-MET",672823119,"Chrna2-Cre_OE25;Ai14-379136.04.02.01","right","VISp5",379136,"Chrna2-Cre_OE25;Ai14-379136","F","P50","Chrna2-Cre_OE25/wt;Ai14(RCL-tdT)/wt","aspiny",NA,"",NA,672822977,"RSC-150","CS180626100037","Sst Myh8","GABAergic","Sst_on",0.500969367697871,0.0168319323766196,"Sst"
"SM-GE93P_S023_E1-50","SM-GE93P_S023_E1-50","mIVSCC-MET",672871774,"Chrna2-Cre_OE25;Ai14-379136.04.02.02","right","VISp2/3",379136,"Chrna2-Cre_OE25;Ai14-379136","F","P50","Chrna2-Cre_OE25/wt;Ai14(RCL-tdT)/wt","aspiny",NA,"",NA,672871504,"RSC-150","CS180626100020","Vip Lmo1","GABAergic","Vip_on",0.369139693238508,0.311664729297809,"Vip"
"SM-GE93P_S025_E1-50","SM-GE93P_S025_E1-50","mIVSCC-MET",673047103,"Ndnf-IRES2-dgCre;Ai14-379874.04.02.01","right","VISp4",379874,"Ndnf-IRES2-dgCre;Ai14-379874","F","P46","Ndnf-IRES2-dgCre/wt;Ai14(RCL-tdT)/wt","aspiny",NA,"",NA,673047088,"RSC-150","CS180626100005","Lamp5 Plch2","GABAergic","Lamp5_on",0.466110364819173,0.0213957766293561,"Lamp5"
"SM-GE93P_S027_E1-50","SM-GE93P_S027_E1-50","mIVSCC-MET",673132928,"Slc32a1-IRES-Cre;Ai14-379844.03.01.01","left","VISp6a",379844,"Slc32a1-IRES-Cre;Ai14-379844","M","P48","Slc32a1-IRES-Cre/wt;Ai14(RCL-tdT)/wt","aspiny",NA,"full",0.780698924295289,673132904,"RSC-150","CS180626100037","Sst Myh8","GABAergic","Sst_on",0.456074201567744,0.0264481732449321,"Sst"
"SM-GE93P_S028_E1-50","SM-GE93P_S028_E1-50","mIVSCC-MET",673135724,"Slc32a1-IRES-Cre;Ai14-379844.03.01.02","left","VISp5",379844,"Slc32a1-IRES-Cre;Ai14-379844","M","P48","Slc32a1-IRES-Cre/wt;Ai14(RCL-tdT)/wt","aspiny",NA,"",NA,673135709,"RSC-150","CS180626100031","Sst Mme","GABAergic","Sst_on",0.339309306259614,0.013254528350453,"Sst"
"SM-GE93P_S029_E1-50","SM-GE93P_S029_E1-50","mIVSCC-MET",672812091,"Chrna2-Cre_OE25;Ai14-379136.04.01.01","left","VISp5",379136,"Chrna2-Cre_OE25;Ai14-379136","F","P50","Chrna2-Cre_OE25/wt;Ai14(RCL-tdT)/wt","aspiny",NA,"",NA,672811936,"RSC-150","CS180626100047","Sst Tac2","GABAergic","Sst_on",0.276240535332902,0.397048838534482,"Sst"
"SM-GE93P_S030_E1-50","SM-GE93P_S030_E1-50","mIVSCC-MET",672871389,"Chrna2-Cre_OE25;Ai14-379136.04.01.02","left","VISp2/3",379136,"Chrna2-Cre_OE25;Ai14-379136","F","P50","Chrna2-Cre_OE25/wt;Ai14(RCL-tdT)/wt","aspiny",NA,"",NA,672870986,"RSC-150","CS180626100010","Sncg Gpr50","GABAergic","Sncg_on",0.412233631507193,0.255181430390002,"Sncg"
"SM-GE93P_S033_E1-50","SM-GE93P_S033_E1-50","mIVSCC-MET",672918290,"Chrna2-Cre_OE25;Ai14-379136.06.02.01","right","VISp5",379136,"Chrna2-Cre_OE25;Ai14-379136","F","P50","Chrna2-Cre_OE25/wt;Ai14(RCL-tdT)/wt","aspiny",NA,"",NA,672918159,"RSC-150","CS180626100046","Sst Esm1","GABAergic","Sst_on",0.321795098039195,0.217078378628131,"Sst"
"SM-GE93P_S034_E1-50","SM-GE93P_S034_E1-50","mIVSCC-MET",673103568,"Slc32a1-IRES-Cre;Ai14-379844.05.02.01","right","VISp5",379844,"Slc32a1-IRES-Cre;Ai14-379844","M","P48","Slc32a1-IRES-Cre/wt;Ai14(RCL-tdT)/wt","aspiny",NA,"",NA,673103509,"RSC-150","CS180626100058","Pvalb Reln","GABAergic","Pvalb_on",0.396406270742987,0.00276268023258275,"Pvalb"
"SM-GE93P_S035_E1-50","SM-GE93P_S035_E1-50","mIVSCC-MET",672839890,"Chrna2-Cre_OE25;Ai14-379136.05.02.01","right","VISp5",379136,"Chrna2-Cre_OE25;Ai14-379136","F","P50","Chrna2-Cre_OE25/wt;Ai14(RCL-tdT)/wt","aspiny",NA,"",NA,672839632,"RSC-150","CS180626100036","Sst Nr2f2","GABAergic","Sst_on",0.426489534575159,0.0733381323988283,"Sst"
"SM-GE93P_S040_E1-50","SM-GE93P_S040_E1-50","mIVSCC-MET",673121351,"Ndnf-IRES2-dgCre;Ai14-379874.04.01.01","left","VISp2/3",379874,"Ndnf-IRES2-dgCre;Ai14-379874","F","P46","Ndnf-IRES2-dgCre/wt;Ai14(RCL-tdT)/wt","aspiny",NA,"",NA,673121335,"RSC-150","CS180626100005","Lamp5 Plch2","GABAergic","Lamp5_on",0.241794362577353,0.497009373752861,"Lamp5"
"SM-GE93P_S041_E1-50","SM-GE93P_S041_E1-50","mIVSCC-MET",673139917,"Ndnf-IRES2-dgCre;Ai14-379874.04.01.02","left","VISp2/3",379874,"Ndnf-IRES2-dgCre;Ai14-379874","F","P46","Ndnf-IRES2-dgCre/wt;Ai14(RCL-tdT)/wt","aspiny",NA,"",NA,673139900,"RSC-150","CS180626100005","Lamp5 Plch2","GABAergic","Lamp5_on",0.422671711235351,0.00276268023258275,"Lamp5"
"SM-GE93P_S044_E1-50","SM-GE93P_S044_E1-50","mIVSCC-MET",673395815,"Slc32a1-IRES-Cre;Ai14-379845.03.01.01","left","VISpor5",379845,"Slc32a1-IRES-Cre;Ai14-379845","M","P49","Slc32a1-IRES-Cre/wt;Ai14(RCL-tdT)/wt","aspiny",NA,"full",0.720151303582122,673395800,"RSC-150","CS180626100044","Sst Crhr2","GABAergic","Sst_on",0.460598409155125,0.0352175647816872,"Sst"
"SM-GE93P_S048_E1-50","SM-GE93P_S048_E1-50","mIVSCC-MET",673427380,"Chrna2-Cre_OE25;Ai14-379152.05.01.01","left","VISp6a",379152,"Chrna2-Cre_OE25;Ai14-379152","M","P51","Chrna2-Cre_OE25/wt;Ai14(RCL-tdT)/wt","aspiny",NA,"full",0.759445163802146,673427357,"RSC-150","CS180626100039","Sst Chrna2","GABAergic","Sst_on",0.371129121830992,0.00943074480976109,"Sst"
"SM-GE93P_S053_E1-50","SM-GE93P_S053_E1-50","mIVSCC-MET",673724358,"Ndnf-IRES2-dgCre;Ai14-379866.03.01.01","left","VISp1",379866,"Ndnf-IRES2-dgCre;Ai14-379866","M","P48","Ndnf-IRES2-dgCre/wt;Ai14(RCL-tdT)/wt","aspiny",NA,"",NA,673724343,"RSC-150","CS180626100005","Lamp5 Plch2","GABAergic","Lamp5_on",0.183295499702127,0.878182482178676,"Lamp5"
"SM-GE93P_S057_E1-50","SM-GE93P_S057_E1-50","mIVSCC-MET",673668005,"Chrna2-Cre_OE25;Ai14-379153.05.01.01","left","VISp6a",379153,"Chrna2-Cre_OE25;Ai14-379153","M","P52","Chrna2-Cre_OE25/wt;Ai14(RCL-tdT)/wt","aspiny",NA,"",NA,673667823,"RSC-150","CS180626100044","Sst Crhr2","GABAergic","Sst_on",0.484168738149468,0.018660376864911,"Sst"
"SM-GE93P_S058_E1-50","SM-GE93P_S058_E1-50","mIVSCC-MET",673692648,"Chrna2-Cre_OE25;Ai14-379153.05.01.02","left","VISp2/3",379153,"Chrna2-Cre_OE25;Ai14-379153","M","P52","Chrna2-Cre_OE25/wt;Ai14(RCL-tdT)/wt","aspiny",NA,"",NA,673692534,"RSC-150","CS180626100010","Sncg Gpr50","GABAergic","Sncg_on",0.237180822749087,0.78791215137823,"Sncg"
"SM-GE93P_S059_E1-50","SM-GE93P_S059_E1-50","mIVSCC-MET",673753671,"Slc32a1-IRES-Cre;Ai14-379843.03.02.01","right","VISl5",379843,"Slc32a1-IRES-Cre;Ai14-379843","M","P50","Slc32a1-IRES-Cre/wt;Ai14(RCL-tdT)/wt","aspiny",NA,"",NA,673753609,"RSC-150","CS180626100059","Pvalb Tpbg","GABAergic","Pvalb_on",0.496727814147922,0.023658839988337,"Pvalb"
"SM-GE93P_S060_E1-50","SM-GE93P_S060_E1-50","mIVSCC-MET",673769249,"Slc32a1-IRES-Cre;Ai14-379843.03.02.02","right","VISp4",379843,"Slc32a1-IRES-Cre;Ai14-379843","M","P50","Slc32a1-IRES-Cre/wt;Ai14(RCL-tdT)/wt","aspiny",NA,"",NA,673769228,"RSC-150","CS180626100035","Sst Calb2","GABAergic","Sst_on",0.454700116579393,0.00518239039422224,"Sst"
"SM-GE93P_S065_E1-50","SM-GE93P_S065_E1-50","mIVSCC-MET",673692441,"Slc32a1-IRES-Cre;Ai14-379843.06.02.01","right","VISp2/3",379843,"Slc32a1-IRES-Cre;Ai14-379843","M","P50","Slc32a1-IRES-Cre/wt;Ai14(RCL-tdT)/wt","aspiny",NA,"",NA,673692363,"RSC-150","CS180626100059","Pvalb Tpbg","GABAergic","Pvalb_on",0.397524604617191,0.0492459768182303,"Pvalb"
"SM-GE93P_S070_E1-50","SM-GE93P_S070_E1-50","mIVSCC-MET",674126167,"Sst-IRES-Cre;Ai14-381578.04.01.01","left","VISp6a",381578,"Sst-IRES-Cre;Ai14-381578","F","P43","Sst-IRES-Cre/wt;Ai14(RCL-tdT)/wt","aspiny",NA,"full",0.786930687914144,674125901,"RSC-150","CS180626100054","Pvalb Calb1","GABAergic","Pvalb_on",0.353470200905965,0.18982308531164,"Pvalb"
"SM-GE93P_S071_E1-50","SM-GE93P_S071_E1-50","mIVSCC-MET",674142820,"Sst-IRES-Cre;Ai14-381578.04.01.02","left","VISp5",381578,"Sst-IRES-Cre;Ai14-381578","F","P43","Sst-IRES-Cre/wt;Ai14(RCL-tdT)/wt","aspiny",NA,"",NA,674142701,"RSC-150","CS180626100042","Sst Hpse","GABAergic","Sst_on",0.337093887251064,0.310082145901713,"Sst"
"SM-GE93P_S073_E1-50","SM-GE93P_S073_E1-50","mIVSCC-MET",674238265,"Ndnf-IRES2-dgCre;Slc32a1-IRES2-FlpO;Ai65-380156.05.01.01","left","VISp1",380156,"Ndnf-IRES2-dgCre;Slc32a1-IRES2-FlpO;Ai65-380156","M","P50","Ndnf-IRES2-dgCre/wt;Slc32a1-IRES2-FlpO/wt;Ai65(RCFL-tdT)/wt","aspiny",NA,"",NA,674238250,"RSC-150","CS180626100005","Lamp5 Plch2","GABAergic","Lamp5_on",0.400254931752838,0.213219735211299,"Lamp5"
"SM-GE93P_S074_E1-50","SM-GE93P_S074_E1-50","mIVSCC-MET",674247723,"Htr3a-Cre_NO152;Ai14-381042.03.01.01","left","VISp5",381042,"Htr3a-Cre_NO152;Ai14-381042","M","P46","Htr3a-Cre_NO152/wt;Ai14(RCL-tdT)/wt","aspiny",NA,"",NA,674247708,"RSC-150","CS180626100005","Lamp5 Plch2","GABAergic","Lamp5_on",0.490537646778394,0.025993602050004,"Lamp5"
"SM-GE93P_S078_E1-50","SM-GE93P_S078_E1-50","mIVSCC-MET",674240849,"Ndnf-IRES2-dgCre;Slc32a1-IRES2-FlpO;Ai65-380156.04.02.01","right","VISp2/3",380156,"Ndnf-IRES2-dgCre;Slc32a1-IRES2-FlpO;Ai65-380156","M","P50","Ndnf-IRES2-dgCre/wt;Slc32a1-IRES2-FlpO/wt;Ai65(RCFL-tdT)/wt","aspiny",NA,"",NA,674240834,"RSC-150","CS180626100005","Lamp5 Plch2","GABAergic","Lamp5_on",0.193272160486996,0.858025474882672,"Lamp5"
"SM-GE93P_S082_E1-50","SM-GE93P_S082_E1-50","mIVSCC-MET",674260498,"Htr3a-Cre_NO152;Ai14-381042.03.02.02","right","VISp2/3",381042,"Htr3a-Cre_NO152;Ai14-381042","M","P46","Htr3a-Cre_NO152/wt;Ai14(RCL-tdT)/wt","aspiny",NA,"",NA,674260483,"RSC-150","CS180626100020","Vip Lmo1","GABAergic","Vip_on",0.455366267943501,0.0638148607655064,"Vip"
"SM-GE93P_S083_E1-50","SM-GE93P_S083_E1-50","mIVSCC-MET",674069192,"Sst-IRES-Cre;Ai14-381578.03.01.01","left","VISp2/3",381578,"Sst-IRES-Cre;Ai14-381578","F","P43","Sst-IRES-Cre/wt;Ai14(RCL-tdT)/wt","aspiny",NA,"full",0.168144147679392,674068890,"RSC-150","CS180626100035","Sst Calb2","GABAergic","Sst_on",0.366143294573175,0.282181883299121,"Sst"
"SM-GE93P_S085_E1-50","SM-GE93P_S085_E1-50","mIVSCC-MET",674144712,"Pvalb-IRES-Cre;Ai14-380351.02.01.01","left","VISp5",380351,"Pvalb-IRES-Cre;Ai14-380351","F","P49","Pvalb-IRES-Cre/wt;Ai14(RCL-tdT)/wt","aspiny",NA,"",NA,674144537,"RSC-150","CS180626100058","Pvalb Reln","GABAergic","Pvalb_on",0.481762126525008,0.0116812048263923,"Pvalb"
"SM-GE93P_S086_E1-50","SM-GE93P_S086_E1-50","mIVSCC-MET",674168545,"Pvalb-IRES-Cre;Ai14-380351.02.01.02","left","VISp2/3",380351,"Pvalb-IRES-Cre;Ai14-380351","F","P49","Pvalb-IRES-Cre/wt;Ai14(RCL-tdT)/wt","aspiny",NA,"",NA,674168459,"RSC-150","CS180626100058","Pvalb Reln","GABAergic","Pvalb_on",0.520000936864764,0.0126469541063197,"Pvalb"
"SM-GE93P_S087_E1-50","SM-GE93P_S087_E1-50","mIVSCC-MET",674238221,"Sst-IRES-Cre;Ai14-381578.05.01.01","left","VISp2/3",381578,"Sst-IRES-Cre;Ai14-381578","F","P43","Sst-IRES-Cre/wt;Ai14(RCL-tdT)/wt","aspiny",NA,"",NA,674238205,"RSC-150","CS180626100043","Sst Hpse","GABAergic","Sst_on",0.169628941536613,0.572586638903979,"Sst"
"SM-GE93P_S088_E1-50","SM-GE93P_S088_E1-50","mIVSCC-MET",674246494,"Ndnf-IRES2-dgCre;Slc32a1-IRES2-FlpO;Ai65-380156.03.01.01","left","VISp2/3",380156,"Ndnf-IRES2-dgCre;Slc32a1-IRES2-FlpO;Ai65-380156","M","P50","Ndnf-IRES2-dgCre/wt;Slc32a1-IRES2-FlpO/wt;Ai65(RCFL-tdT)/wt","aspiny",NA,"",NA,674246439,"RSC-150","CS180626100005","Lamp5 Plch2","GABAergic","Lamp5_on",0.525259776843674,0.0202877138908505,"Lamp5"
"SM-GE93P_S090_E1-50","SM-GE93P_S090_E1-50","mIVSCC-MET",674168361,"Pvalb-IRES-Cre;Ai14-380351.04.02.01","right","VISp4",380351,"Pvalb-IRES-Cre;Ai14-380351","F","P49","Pvalb-IRES-Cre/wt;Ai14(RCL-tdT)/wt","aspiny",NA,"",NA,674168242,"RSC-150","CS180626100057","Pvalb Reln","GABAergic","Pvalb_on",0.171112393078952,0.389513287221033,"Pvalb"
"SM-GE93P_S091_E1-50","SM-GE93P_S091_E1-50","mIVSCC-MET",674221323,"Pvalb-IRES-Cre;Ai14-380351.04.01.01","left","VISp5",380351,"Pvalb-IRES-Cre;Ai14-380351","F","P49","Pvalb-IRES-Cre/wt;Ai14(RCL-tdT)/wt","aspiny",NA,"",NA,674221306,"RSC-150","CS180626100059","Pvalb Tpbg","GABAergic","Pvalb_on",0.328711764369558,0.162311575200524,"Pvalb"
"SM-GE93P_S092_E1-50","SM-GE93P_S092_E1-50","mIVSCC-MET",674246555,"Ndnf-IRES2-dgCre;Slc32a1-IRES2-FlpO;Ai65-380156.04.01.01","left","VISp6a",380156,"Ndnf-IRES2-dgCre;Slc32a1-IRES2-FlpO;Ai65-380156","M","P50","Ndnf-IRES2-dgCre/wt;Slc32a1-IRES2-FlpO/wt;Ai65(RCFL-tdT)/wt","aspiny",NA,"",NA,674246540,"RSC-150","CS180626100031","Sst Mme","GABAergic","Sst_on",0.463881990993977,0.0728977595637358,"Sst"
"SM-GE93S_S115_E1-50","SM-GE93S_S115_E1-50","mIVSCC-MET",674251116,"Htr3a-Cre_NO152;Ai14-381042.02.01.01","left","VISp2/3",381042,"Htr3a-Cre_NO152;Ai14-381042","M","P46","Htr3a-Cre_NO152/wt;Ai14(RCL-tdT)/wt","aspiny",NA,"",NA,674251055,"RSC-150","CS180626100020","Vip Lmo1","GABAergic","Vip_on",0.432149833424063,0.157664099295254,"Vip"
"SM-GE93S_S117_E1-50","SM-GE93S_S117_E1-50","mIVSCC-MET",674436459,"Sst-IRES-Cre;Ai14-381580.05.01.01","left","VISp5",381580,"Sst-IRES-Cre;Ai14-381580","F","P44","Sst-IRES-Cre/wt;Ai14(RCL-tdT)/wt","aspiny",NA,"",NA,674436338,"RSC-150","CS180626100037","Sst Myh8","GABAergic","Sst_on",0.484399130489784,0.0100101874169149,"Sst"
"SM-GE93S_S121_E1-50","SM-GE93S_S121_E1-50","mIVSCC-MET",674495385,"Sst-IRES-Cre;Ai14-381580.03.02.01","right","VISp5",381580,"Sst-IRES-Cre;Ai14-381580","F","P44","Sst-IRES-Cre/wt;Ai14(RCL-tdT)/wt","aspiny",NA,"full",0.653346858267728,674495232,"RSC-150","CS180626100047","Sst Tac2","GABAergic","Sst_on",0.400180068662926,0.0999985370588621,"Sst"
"SM-GE93S_S122_E1-50","SM-GE93S_S122_E1-50","mIVSCC-MET",674537160,"Sst-IRES-Cre;Ai14-381580.03.02.02","right","VISp5",381580,"Sst-IRES-Cre;Ai14-381580","F","P44","Sst-IRES-Cre/wt;Ai14(RCL-tdT)/wt","aspiny",NA,"",0.472241135359459,674537053,"RSC-150","CS180626100035","Sst Calb2","GABAergic","Sst_on",0.504305629038069,0.00276268023258275,"Sst"
"SM-GE93S_S129_E1-50","SM-GE93S_S129_E1-50","mIVSCC-MET",674420128,"Sst-IRES-Cre;Ai14-381580.04.02.01","right","VISp5",381580,"Sst-IRES-Cre;Ai14-381580","F","P44","Sst-IRES-Cre/wt;Ai14(RCL-tdT)/wt","aspiny",NA,"",NA,674419997,"RSC-150","CS180626100035","Sst Calb2","GABAergic","Sst_on",0.497695442686466,0.0408614372842909,"Sst"
"SM-GE93S_S130_E1-50","SM-GE93S_S130_E1-50","mIVSCC-MET",674449465,"Sst-IRES-Cre;Ai14-381580.04.02.02","right","VISp6a",381580,"Sst-IRES-Cre;Ai14-381580","F","P44","Sst-IRES-Cre/wt;Ai14(RCL-tdT)/wt","aspiny",NA,"",NA,674449117,"RSC-150","CS180626100045","Sst Crh","GABAergic","Sst_on",0.409133843307756,0.00607597865738682,"Sst"
"SM-GE93S_S131_E1-50","SM-GE93S_S131_E1-50","mIVSCC-MET",674482551,"Sst-IRES-Cre;Ai14-381580.06.01.01","left","VISp5",381580,"Sst-IRES-Cre;Ai14-381580","F","P44","Sst-IRES-Cre/wt;Ai14(RCL-tdT)/wt","aspiny",NA,"",NA,674482423,"RSC-150","CS180626100046","Sst Esm1","GABAergic","Sst_on",0.273212411058215,0.583777164257908,"Sst"
"SM-GE93S_S132_E1-50","SM-GE93S_S132_E1-50","mIVSCC-MET",674556708,"Ndnf-IRES2-dgCre;Slc32a1-IRES2-FlpO;Ai65-380160.03.02.01","right","VISp2/3",380160,"Ndnf-IRES2-dgCre;Slc32a1-IRES2-FlpO;Ai65-380160","M","P51","Ndnf-IRES2-dgCre/wt;Slc32a1-IRES2-FlpO/wt;Ai65(RCFL-tdT)/wt","aspiny",NA,"",NA,674556464,"RSC-150","CS180626100006","Lamp5 Lsp1","GABAergic","Lamp5_on",0.46675059721264,0.0324528938682428,"Lamp5"
"SM-GE93S_S134_E1-50","SM-GE93S_S134_E1-50","mIVSCC-MET",674587352,"Htr3a-Cre_NO152;Ai14-381045.04.02.01","right","VISp2/3",381045,"Htr3a-Cre_NO152;Ai14-381045","F","P47","Htr3a-Cre_NO152/wt;Ai14(RCL-tdT)/wt","aspiny",NA,"",NA,674587296,"RSC-150","CS180626100028","Vip Crispld2","GABAergic","Vip_on",0.483964671278246,0.00616073061802213,"Vip"
"SM-GE93S_S141_E1-50","SM-GE93S_S141_E1-50","mIVSCC-MET",674419902,"Sst-IRES-Cre;Ai14-381580.03.01.01","left","VISp5",381580,"Sst-IRES-Cre;Ai14-381580","F","P44","Sst-IRES-Cre/wt;Ai14(RCL-tdT)/wt","aspiny",NA,"",NA,674419678,"RSC-150","CS180626100043","Sst Hpse","GABAergic","Sst_on",0.497042524578119,0.0487513163556437,"Sst"
"SM-GE93S_S142_E1-50","SM-GE93S_S142_E1-50","mIVSCC-MET",674471452,"Ndnf-IRES2-dgCre;Slc32a1-IRES2-FlpO;Ai65-380160.03.01.01","left","VISp4",380160,"Ndnf-IRES2-dgCre;Slc32a1-IRES2-FlpO;Ai65-380160","M","P51","Ndnf-IRES2-dgCre/wt;Slc32a1-IRES2-FlpO/wt;Ai65(RCFL-tdT)/wt","aspiny",NA,"",NA,674471313,"RSC-150","CS180626100005","Lamp5 Plch2","GABAergic","Lamp5_on",0.500912377885307,0.0195745644623658,"Lamp5"
"SM-GE93S_S143_E1-50","SM-GE93S_S143_E1-50","mIVSCC-MET",674495497,"Ndnf-IRES2-dgCre;Slc32a1-IRES2-FlpO;Ai65-380160.03.01.02","left","VISp2/3",380160,"Ndnf-IRES2-dgCre;Slc32a1-IRES2-FlpO;Ai65-380160","M","P51","Ndnf-IRES2-dgCre/wt;Slc32a1-IRES2-FlpO/wt;Ai65(RCFL-tdT)/wt","aspiny",NA,"",NA,674495436,"RSC-150","CS180626100005","Lamp5 Plch2","GABAergic","Lamp5_on",0.450367564955796,0.13744349502842,"Lamp5"
